title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
Shanthi Sagar,        ,,₹1–200,4.0,9.0,,"Shanthi Sagar R V Road 71 11 New Shanthi Sagar Rashitriya Vidyalaya Road Basavanagudi, Bengaluru 560004 India",Shanthi Sagar R V Road 71 11 New Shanthi Sagar Rashitriya Vidyalaya Road Basavanagudi,Shanthi Sagar R V Road 71 11 New Shanthi Sagar Rashitriya Vidyalaya Road Basavanagudi,Bengaluru,560004,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,26579968,12.94956,77.57993,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar,        ,,₹1–200,4.0,1.0,,"8, Garebhavi Palya, Near Mega Mart, Hosur Road, Bengaluru India",Hosur Road,8,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 98806 73531,12.93579,77.60798,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar Deluxe,Cafe        ,,₹200–400,4.0,1.0,,"68 / 2 Shanthi Sagar Deluxe Coles Road, Bengaluru 560005 India",68 / 2 Shanthi Sagar Deluxe Coles Road,68 / 2 Shanthi Sagar Deluxe Coles Road,Bengaluru,560005,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-deluxe-frazer-town?context=eyJzZSI6eyJlIjpbIjE4NTA5ODA5IiwiMTg5MjA0NDMiLCI1OTU3OSIsIjE4MTY1NzU4Iiw1MzY4MCwiNTc2MjkiLCIxODUxMTY4NSIsIjE4NzEyODMwIiwiNTQ5OTIiLCI1MTQ0MCIsIjUyMzUyIiwiMTgwNDgyNDAiLCI1MzgxNiIsIjUzNjI5IiwiMTg3OTM0MTkiLCI2MDA2NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQ2h1cmNoIFN0cmVldCJ9fQ==,+91 94802 24335,12.99538,77.61411,,0.0,1.0,0.0,0.0,0.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar Fast Food,Cafe        ,,₹1–200,4.5,2.0,,"16/50, 1st Main, Maruthi Nagar, Near Zion Assembly Of God Church, Madiwala Madiwala, Near Zion Assembly Of God Church, Bengaluru 560068 India",Near Zion Assembly Of God Church,16/50,Bengaluru,560068,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 80 2552 0346,,,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar Hotel,Vegetarian restaurant,,₹1–200,4.0,1603.0,542.0,"WJP9+VWP, 60 Feet Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India","KHB Colony, 6th Block, Koramangala","WJP9+VWP, 60 Feet Rd",Bengaluru,560095.0,Karnataka,,+91 99161 82663,12.9372132,77.6198359,"[{'day': 'Monday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Saturday', 'hours': '7\u202fAM to 10\u202fPM'}, {'day': 'Sunday', 'hours': '7\u202fAM to 10\u202fPM'}]",126.0,55.0,228.0,554.0,640.0,Breakfast | Brunch | Casual | Catering | Coffee | Counter service | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Free street parking | Good for kids | Great coffee | Great tea selection | Groups | Lunch | NFC mobile payments | Onsite services | Paid street parking | Quick bite | Small plates | Solo dining | Takeout | Trendy | Usually somewhat difficult to find a space | Vegan options | Vegetarian options | Vegetarian options only,100.5,1.0,0,1,1,0,1,1,0,1,0
Shanthi Sagar Restaurant,Indian Cafe       ,,₹1–200,3.5,4.0,,"Shanthi Sagar Restaurant 34/A Chikkamarenahalli Devesandra Circle, New Bel Road, Bengaluru 560094 India",New Bel Road,Shanthi Sagar Restaurant 34/A Chikkamarenahalli Devesandra Circle,Bengaluru,560094,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 94481 80905,13.02725,77.57176,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar Veg,        ,,₹1–200,4.0,6.0,,"135 Shanthi Sagar Veg Munnekolala Road Hotel Shanthi Residency, Marathahalli, Bengaluru 560040 India",Marathahalli,135 Shanthi Sagar Veg Munnekolala Road Hotel Shanthi Residency,Bengaluru,560040,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,25237845,12.95624,77.69438,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shanthi Sagar Veg,Cafe        ,,₹1–200,3.0,1.0,,"23 Shanthi Sagar Veg 3'rd Main Road Gandhi Nagar, Majestic, Opposite Kamat Yatri Nivas, Bengaluru 560009 India",Opposite Kamat Yatri Nivas,23 Shanthi Sagar Veg 3'rd Main Road Gandhi Nagar,Bengaluru,560009,Karnataka,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwxODYyMTgxOSwiMTg1OTU5MDIiLCIxODcyOTQ3NiIsIjE4NzI3MjAwIiwiMTg1MzE2NTAiLCI1MTcwOSIsIjUwNTQ5IiwiMTg1MjkwOTAiLCI1NDA4NiIsIjE4NTYzODE4IiwiMTg1NDk4MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,+91 99168 61111,13.00449,77.70831,,3.0,2.0,3.0,0.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shanthi Upahar,Cafe        ,,₹1–200,4.0,2.0,,"111 4'th Main Road Chamarajpet, Near TR Mill, Bengaluru 560018 India",Near TR Mill,111 4'th Main Road Chamarajpet,Bengaluru,560018,Karnataka,https://www.zomato.com/bangalore/shan-restaurant-brigade-road?context=eyJzZSI6eyJlIjpbIjE4MTQwNzc5IiwiMTgxNzMwNjQiLCI1MjEyMiIsIjE4NDI2Mzk2IiwxODQzMDc2NiwiMTg2MDE4NjciLCIxODU4MTk4MyIsIjE4NTU4NDU0IiwiMTg0OTM4OTMiLCIxODYxNTI4MSIsIjUyMTIxIiwiNTUwOTkiLCI1NDgzMSIsIjU1NTgxIiwiNjAzODQiLCI2MTM5NCIsIjYxNjIwIiwiNTQzNzAiLCI1NDM4NCIsIjE4OTMzMzI5IiwiMTg5NDEwNzIiLCIxODY3NTE4MiIsIjE4NzMzMDA1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCcmlnYWRlIFJvYWQifX0=,+91 93796 33391,12.91758,77.61428,,2.0,1.0,4.0,6.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shanti Andhra Ruchi(Formerly known as Sri Nandini Andhra Mess),Andhra restaurant,,₹1–200,4.0,603.0,68.0,"572, 6th Cross Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India","6th Block, Koramangala","572, 6th Cross Rd",Bengaluru,560095.0,Karnataka,,+91 99021 11923,12.9364451,77.6250282,"[{'day': 'Monday', 'hours': '12 to 10\u202fPM'}, {'day': 'Tuesday', 'hours': '12 to 10\u202fPM'}, {'day': 'Wednesday', 'hours': '12 to 10\u202fPM'}, {'day': 'Thursday', 'hours': '12 to 10\u202fPM'}, {'day': 'Friday', 'hours': '12 to 10\u202fPM'}, {'day': 'Saturday', 'hours': '12 to 10\u202fPM'}, {'day': 'Sunday', 'hours': '12 to 10\u202fPM'}]",42.0,36.0,86.0,170.0,269.0,Casual | Delivery | Dine-in | Dinner | Free street parking | Lunch | Small plates | Solo dining | Table service | Takeout,100.5,1.0,0,1,1,0,1,0,0,0,0
Shao,Chinese Asian Thai Cantonese Szechuan Shanghai Hong Kong  ,"Tantalize your palate at our award-winning signature restaurant, where our chefs will mesmerize you with their skills. Shao brings to you the best of Chinese, Thai, Japanese and Korean dishes under one roof for an unforgettable culinary experience.",,4.5,167.0,,"Outer Ring Road Radisson Blu Outer Ring Road, Bengaluru 560037 India",Outer Ring Road Radisson Blu Outer Ring Road,Outer Ring Road Radisson Blu Outer Ring Road,Bengaluru,560037,Karnataka,,+91 80670 76909,12.950286,77.69859,,,,,,,Reservations Seating Validated Parking Wheelchair Accessible Serves Alcohol Full Bar Table Service                      ,300.0,1.0,1,1,0,1,0,0,1,0,0
Shappu Curry's,Asian Arabic       ,,,3.0,1.0,,"48, 18th Main Road, 20th Cross Sector 3, Hsr Layout, Bengaluru 560102 India",Hsr Layout,48,Bengaluru,560102,Karnataka,,,12.962248,77.64468,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Sharaab Factory,        ,,₹600–800,4.0,3.0,,"Bangalore Central Mall, Bellandur, Bengaluru 560095 India",Bellandur,Bangalore Central Mall,Bengaluru,560095,Karnataka,https://www.zomato.com/bangalore/sharaab-factory-bellandur?context=eyJzZSI6eyJlIjpbIjUwODY0IiwiMTgyODA1OTYiLCI1ODA5NyIsIjE4Mzc5NjQwIiwxODA0ODIyNiwiNTQxMTIiLCI1MzE2NCIsIjE4NDg3MTY1IiwiMTg3MTQ0MzMiLCI1MzU5MyIsIjUzODQzIiwiNTQ3NjMiLCI1ODA5OCIsIjE4Mzg3NDI2IiwiMTgzOTY3ODIiLCIxODc2MjU3MSIsIjE4Njg0ODMwIiwiMTg1Mjk1NTkiLCIxODYyMjQxMCIsIjU2ODc2IiwiMTgzNTk4NzgiLCI1NTg0NiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIHNlcnZpbmcgQnVmZmV0In19,18736009070,12.99836,77.61022,,0.0,3.0,2.0,4.0,0.0,                            ,700.0,1.0,0,0,0,0,0,0,0,0,0
Sharief Bhai,Indian        ,,₹200–400,3.5,25.0,,"Jyoti Nivas College Rd 66, Ground Floor, Bengaluru 560034 India",Ground Floor,Jyoti Nivas College Rd 66,Bengaluru,560034,Karnataka,https://www.zomato.com/bangalore/sharief-bhai-1-koramangala-5th-block?context=eyJzZSI6eyJlIjpbIjE4NTgwNzMwIiwiNTY1NDIiLCIxODYwNTQxNyIsIjU0MTI3IiwxODYxMzY1NiwiMTgyMjE1NDQiLCIxODg1NzE2OSIsIjU2NjE5IiwiMTg0Mzk2MzQiLCIxODUwNDk1NiIsIjU1MjYwIiwiNTMyMTEiLCI1Mjg0OCIsIjE4MzIzNjMwIiwiMTg3ODM1MjciLCIxODY4MzI1NyIsIjE4ODY4MTI3IiwiMTg1ODYyMDciLCI1NzM1NSIsIjUwNDQ4Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,+91 80957 52222,12.93327,77.61509,,0.0,10.0,36.0,61.0,67.0,Delivery Takeout Seating Accepts Credit Cards Table Service                        ,300.0,0.0,0,0,1,1,1,0,0,0,0
Shariff Darbar,Chinese        ,,,3.0,1.0,,"41, 4th Cross, Papanna Block, 5th Main Road, Ganganagar, RT Nagar, Bengaluru 560032 India",RT Nagar,41,Bengaluru,560032,Karnataka,,+91 98808 59240,13.02525,77.58648,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Shark Food Court,Indian        ,,,4.0,11.0,,"Nh 48, Muthannpalya Village, Kunigal Road Near Karadi Guchamma Temple, Narasandra, Bengaluru 562127 India",Narasandra,Nh 48,Bengaluru,562127,Karnataka,,+91 99807 38350,13.070204,77.184975,,,,,,,Seating Wheelchair Accessible Table Service                          ,300.0,1.0,0,0,0,1,0,0,1,0,0
Shastry Ice Creams,        ,,,4.5,3.0,,"140 Kumaraswamy Layout Dayanandsagar College Road, Bengaluru 560078 India",140 Kumaraswamy Layout Dayanandsagar College Road,140 Kumaraswamy Layout Dayanandsagar College Road,Bengaluru,560078,Karnataka,,+91 99450 43990,12.91175,77.56718,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shawarma King,Middle Eastern        ,,₹200–400,3.5,2.0,,"114 Tawakkal Chamber Ground Floor Mm Road Tawakal Chamber's, Ground Floor,, Bengaluru 560005 India",,114 Tawakkal Chamber Ground Floor Mm Road Tawakal Chamber's,Bengaluru,560005,Karnataka,https://www.zomato.com/bangalore/shawarma-king-restaurant-kammanahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDcyMzgxIiwiMTg0MDc5MTkiLCIxODMwNTYzNSIsIjU4MTE4IiwxODgxMzE4MSwiNTc5MjAiLCI1ODg1MSIsIjE4NzAxMDc2IiwiMTg2NDgzOTIiLCIxODg3OTA1MCIsIjE4MjA4Mzg5IiwiMTg1NDI5NjUiLCI1NDU0MyIsIjUxODI0IiwiMTg0ODAwMjQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEZyYXplciBUb3duIn19,+91 80 3202 8839,13.00098,77.61256,,6.0,0.0,0.0,1.0,6.0,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Shawn Bake House,        ,,₹1–200,3.0,1.0,,"Ams Building, 2nd Cross, Chimma Reddy Layout, Near Bagini Restaurant, Murugeshpalya, Bengaluru 560017 India",Murugeshpalya,Ams Building,Bengaluru,560017,Karnataka,https://www.zomato.com/bangalore/shawns-bakehouse-airport-road?context=eyJzZSI6eyJlIjpbIjE4OTE5NTU0IiwiMTg5MjMzNzEiLCIxODU3MDk0NyIsIjE4NDI4NjI5Iiw1ODMzMCwiMTg2NjU4NDkiLCIxODU3NjcwMyIsIjU1MDE1IiwiMTg0OTk3MDMiLCIxODgwMzQ3MyIsIjE4MjYwMDU0IiwiMTg0NDgzNTYiLCIxODcxNTA1NSIsIjE4NzU0MzE3IiwiMTg3NDc0ODciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,+91 80664 96733,12.95778,77.65552,,0.0,0.0,0.0,0.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shawns Bake House,        ,,₹1–200,4.0,1.0,,"Ams Building, 4, Ground Floor, 2nd Cross, Thimma Reddy Layout, Old Airport Road, Near Moosa General Store, Murugeshpalya, Bengaluru 560017 India",Murugeshpalya,Ams Building,Bengaluru,560017,Karnataka,https://www.zomato.com/bangalore/shawns-bakehouse-airport-road?context=eyJzZSI6eyJlIjpbIjE4OTE5NTU0IiwiMTg5MjMzNzEiLCIxODU3MDk0NyIsIjE4NDI4NjI5Iiw1ODMzMCwiMTg2NjU4NDkiLCIxODU3NjcwMyIsIjU1MDE1IiwiMTg0OTk3MDMiLCIxODgwMzQ3MyIsIjE4MjYwMDU0IiwiMTg0NDgzNTYiLCIxODcxNTA1NSIsIjE4NzU0MzE3IiwiMTg3NDc0ODciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,+91 99451 12380,12.95909,77.66046,,0.0,0.0,0.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shebestan,Lebanese Middle Eastern       ,,₹600–800,4.5,77.0,,"1st Floor No 134 Airport Road, Bengaluru 560017 India",1st Floor No 134 Airport Road,1st Floor No 134 Airport Road,Bengaluru,560017,Karnataka,https://www.zomato.com/bangalore/shebestan-sterlings-mac-hotel-airport-road?context=eyJzZSI6eyJlIjpbIjE4NjMxMDc3IiwiNTA2MTciLCI1MDYxMiIsIjUyNDk3Iiw1Njc5OCwiNTA2OTkiLCI1NzczMiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gSW5kaXJhbmFnYXIgc2VydmluZyBCdWZmZXQifX0=,+91 80 4249 4949,12.959572,77.64877,,0.0,1.0,0.0,2.0,1.0,Reservations Seating Parking Available Validated Parking Serves Alcohol Full Bar Table Service                      ,700.0,1.0,1,1,0,1,0,0,0,0,0
Sheesh Kebaba,Indian Middle Eastern Afghan      ,,₹200–400,3.5,4.0,,"Number 55 Mm Road Opposite Post Office, Bengaluru 560005 India",Number 55 Mm Road Opposite Post Office,Number 55 Mm Road Opposite Post Office,Bengaluru,560005,Karnataka,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjgzOTIxIiwiMTg5MDMzMDUiLCI1NzQzOCIsIjU0NDAwIiwxODc1ODM5MywiMTgzMzMxMzYiLCIxODgyNDMxMiIsIjE4NzQ5MTU1IiwiMTg3MTEwNzQiLCIxODgyMDQ3MiIsIjE4NTg4MTEyIiwiMTg1NTUzNDAiLCIxODY4NzcxOCIsIjE4NTUxNjgwIiwiNTIyNTMiLCI1MzEwMyIsIjE4Njc2MjUzIiwiNTMyNjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 80 2580 2222,13.00047,77.61689,,1.0,0.0,0.0,3.0,1.0,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Sheeshkebab,Persian restaurant,,,4.1,4499.0,2579.0,"MM Road, Fraser Town, Bengaluru, Karnataka 560005, India",Fraser Town,MM Road,Bengaluru,560005.0,Karnataka,http://sheeshkebab.com/,+91 80 2580 2222,13.0002768,77.6167052,"[{'day': 'Monday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Tuesday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Wednesday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Thursday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Friday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Saturday', 'hours': '12\u202fPM to 12:30\u202fAM'}, {'day': 'Sunday', 'hours': '12\u202fPM to 12:30\u202fAM'}]",412.0,202.0,431.0,1067.0,2387.0,Accepts reservations | All you can eat | Casual | Catering | Counter service | Cozy | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Family-friendly | Free parking lot | Free street parking | Good for kids | Great dessert | Groups | Late-night food | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Outdoor seating | Paid parking lot | Private dining room | Quick bite | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Vegetarian options | Wheelchair accessible entrance | Wheelchair accessible restroom | Wheelchair accessible seating,300.0,1.0,1,1,1,1,1,1,1,1,0
Shenoy Foods,        ,,,4.0,2.0,,"110, Margosa Road, Opposite Malleshwaram Ground, Malleshwaram, Bengaluru India",Malleshwaram,110,Bengaluru,,Karnataka,,+91 80 2331 1789,13.00465,77.56928,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shenoy Stores,        ,,,4.0,2.0,,"244, 9th Main, 27th Cross, 4th Block, Opposite Archies Gallery, Jayanagar, Bengaluru 560011 India",Jayanagar,244,Bengaluru,560011,Karnataka,,+91 98440 03179,12.93087,77.58384,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shenzhen Kitchen - Embassy Golf Links Park,Chinese restaurant,,₹200–400,4.5,53.0,13.0,"C9, Pyramid Food Court, Embassy Golf Links Business Park, Domlur, Bengaluru, Karnataka 560071, India","Embassy Golf Links Business Park, Domlur","C9, Pyramid Food Court",Bengaluru,560071.0,Karnataka,,+91 98807 33916,12.9492694,77.6438091,"[{'day': 'Monday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Tuesday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Wednesday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Thursday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Friday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Saturday', 'hours': '12 to 9:45\u202fPM'}, {'day': 'Sunday', 'hours': 'Closed'}]",4.0,3.0,0.0,4.0,42.0,Casual | Credit cards | Debit cards | Delivery | Dine-in | Dinner | Family-friendly | Free street parking | Good for kids | Google Pay | Groups | High chairs | Kids' menu | Lunch | NFC mobile payments | No-contact delivery | Quick bite | Restroom | Seating | Small plates | Solo dining | Takeout | Wheelchair accessible entrance | Wheelchair accessible parking lot | Wheelchair accessible restroom | Wheelchair accessible seating,300.0,1.0,0,1,1,1,1,0,1,1,0
Sherlock Holmes Pub And Restaurant,Bar Pub       ,,₹600–800,3.5,25.0,,"60/1 Coles Road Opposite ICICI Bank, Frazer Town, Bengaluru 560005 India",Frazer Town,60/1 Coles Road Opposite ICICI Bank,Bengaluru,560005,Karnataka,https://www.zomato.com/bangalore/sherlocks-pub-brookefield?context=eyJzZSI6eyJlIjpbIjE4MzU3NTgzIiwiMTg1NDE5MDYiLCIxODUxNjQyNCIsIjE4NjU5MDk2IiwxODU1ODQ5NCwiMTg1OTc3MjkiLCIxODg4NzUwNCIsIjE4NDQzMTE1IiwiMTgzNDQwMDEiLCIxODQ0ODM0NSIsIjE4NjQ5MzAxIiwiMTg3MzQ1MDciLCIxODc4NTEwMCIsIjE4NjIzMDI4IiwiNTQ5ODIiLCIxODYyNzYyNCIsIjE4NjYwOTY4IiwiMTg2MjE0MjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,41250156,12.994641,77.615074,,1.0,1.0,5.0,2.0,0.0,Reservations Outdoor Seating Seating Serves Alcohol Table Service                        ,700.0,0.0,1,0,0,1,0,0,0,0,0
Sherlock's Lounge & Kitchen,Indian        ,,₹1–200,4.0,9.0,,"Agrahara Layout Main Road RM Square, 756 BB, Ambedkar Colony, Yelahanka New Town, Bengaluru 560064 India",Yelahanka New Town,Agrahara Layout Main Road RM Square,Bengaluru,560064,Karnataka,https://www.zomato.com/bangalore/sherlocks-cafe-frazer-town?context=eyJzZSI6eyJlIjpbIjUyOTM2IiwiMTgzMTg5ODgiLCIxODYxNDQ4MSIsIjUzMTg1IiwxODM5MTAyNSwiMTg4MTI3MTAiLCIxODU2OTA5NCIsIjUxNjAzIiwiMTg2NzU4NzQiLCIxODM3OTY0MyIsIjE4NjkyODUwIiwiNTQyMjciLCIxODY0ODM3MSIsIjUzNTE4IiwiMTg3MDI2ODYiLCIxODI3MDIwMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 96205 39983,13.092829,77.59389,,0.0,0.0,0.0,1.0,0.0,Reservations                            ,100.5,1.0,1,0,0,0,0,0,0,0,0
Sherlock's Pub,Indian Bar Pub      ,,₹600–800,4.0,30.0,,"1'st Main Road Domlur 2nd Stage, Indiranagar, Bengaluru 560071 India",Indiranagar,1'st Main Road Domlur 2nd Stage,Bengaluru,560071,Karnataka,https://www.zomato.com/bangalore/sherlocks-pub-brookefield?context=eyJzZSI6eyJlIjpbIjE4MzU3NTgzIiwiMTg1NDE5MDYiLCIxODUxNjQyNCIsIjE4NjU5MDk2IiwxODU1ODQ5NCwiMTg1OTc3MjkiLCIxODg4NzUwNCIsIjE4NDQzMTE1IiwiMTgzNDQwMDEiLCIxODQ0ODM0NSIsIjE4NjQ5MzAxIiwiMTg3MzQ1MDciLCIxODc4NTEwMCIsIjE4NjIzMDI4IiwiNTQ5ODIiLCIxODYyNzYyNCIsIjE4NjYwOTY4IiwiMTg2MjE0MjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,+91 88803 00600,12.95441,77.52285,,1.0,1.0,5.0,2.0,0.0,Reservations Seating Serves Alcohol Table Service                         ,700.0,1.0,1,0,0,1,0,0,0,0,0
